Konrad_Adenauer	place_of_birth	Cologne
Konrad_Adenauer	place_of_death	Rhöndorf
Konrad_Adenauer	sex_or_gender	male
Konrad_Adenauer	spouse	Emma_Adenauer
Konrad_Adenauer	spouse	Auguste_Adenauer
Konrad_Adenauer	country_of_citizenship	Germany
Konrad_Adenauer	instance_of	human
Konrad_Adenauer	position_held	mayor
Konrad_Adenauer	position_held	Federal_Minister_for_Foreign_Affairs
Konrad_Adenauer	position_held	member_of_the_German_Bundestag
Konrad_Adenauer	position_held	Federal_Chancellor_of_Germany
Konrad_Adenauer	position_held	member_of_the_Landtag_of_North_Rhine-Westphalia
Konrad_Adenauer	position_held	Member_of_the_Prussian_House_of_Lords
Konrad_Adenauer	child	Max_Adenauer
Konrad_Adenauer	child	Ferdinand_Adenauer
Konrad_Adenauer	child	Paul_Adenauer
Konrad_Adenauer	child	Maria_Adenauer
Konrad_Adenauer	child	Charlotte_Adenauer
Konrad_Adenauer	child	Konrad_August_Emil_Emanuel_Adenauer
Konrad_Adenauer	child	Elisabeth_Adenauer
Konrad_Adenauer	child	Georg_Adenauer
Konrad_Adenauer	educated_at	Ludwig_Maximilian_University_of_Munich
Konrad_Adenauer	educated_at	University_of_Bonn
Konrad_Adenauer	educated_at	University_of_Freiburg
Konrad_Adenauer	member_of_political_party	Christian_Democratic_Union
Konrad_Adenauer	member_of_political_party	Centre_Party_(Q157537)
Konrad_Adenauer	native_language	German
Konrad_Adenauer	occupation	judge
Konrad_Adenauer	occupation	lawyer
Konrad_Adenauer	occupation	politician
Konrad_Adenauer	occupation	assessor
Konrad_Adenauer	place_of_interment	Waldfriedhof_(Q2541510)
Konrad_Adenauer	religion	Catholic_Church
Konrad_Adenauer	award_received	Order_of_the_Golden_Spur
Konrad_Adenauer	award_received	Order_of_Merit_(Q93988)
Konrad_Adenauer	award_received	Order_of_the_Supreme_Sun
Konrad_Adenauer	award_received	Charlemagne_Prize
Konrad_Adenauer	award_received	Sovereign_Military_Order_of_Malta
Konrad_Adenauer	award_received	Order_of_the_White_Elephant
Konrad_Adenauer	award_received	Order_of_May
Konrad_Adenauer	award_received	Bavarian_Order_of_Merit
Konrad_Adenauer	award_received	Supreme_Order_of_Christ
Konrad_Adenauer	award_received	Escudo_Silesiano
Konrad_Adenauer	award_received	Order_of_the_Crown_of_Thailand
Konrad_Adenauer	award_received	Orden_wider_den_tierischen_Ernst
Konrad_Adenauer	award_received	Knight_Grand_Cross_in_the_Order_of_the_Netherlands_Lion
